UserID,YOB,Gender,Income,HouseholdStatus,EducationLevel,Party,Happy,Q124742,Q124122,Q123464,Q123621,Q122769,Q122770,Q122771,Q122120,Q121699,Q121700,Q120978,Q121011,Q120379,Q120650,Q120472,Q120194,Q120012,Q120014,Q119334,Q119851,Q119650,Q118892,Q118117,Q118232,Q118233,Q118237,Q117186,Q117193,Q116797,Q116881,Q116953,Q116601,Q116441,Q116448,Q116197,Q115602,Q115777,Q115610,Q115611,Q115899,Q115390,Q114961,Q114748,Q115195,Q114517,Q114386,Q113992,Q114152,Q113583,Q113584,Q113181,Q112478,Q112512,Q112270,Q111848,Q111580,Q111220,Q110740,Q109367,Q108950,Q109244,Q108855,Q108617,Q108856,Q108754,Q108342,Q108343,Q107869,Q107491,Q106993,Q106997,Q106272,Q106388,Q106389,Q106042,Q105840,Q105655,Q104996,Q103293,Q102906,Q102674,Q102687,Q102289,Q102089,Q101162,Q101163,Q101596,Q100689,Q100680,Q100562,Q99982,Q100010,Q99716,Q99581,Q99480,Q98869,Q98578,Q98059,Q98078,Q98197,Q96024,votes
5261,1989,Male,"$25,001 - $50,000",Married (no kids),Bachelor's Degree,Independent,0,No,No,No,Yes,No,No,Public,No,No,No,Yes,Yes,Yes,Yes,Science,Try first,No,Yes,Yes,No,Receiving,Yes,No,Pragmatist,No,No,Cool headed,Standard hours,Yes,Happy,Yes,No,Yes,Yes,,Yes,Start,Yes,No,Circumstances,,No,Yes,Yes,No,Mysterious,No,No,Talk,Technology,Yes,No,Yes,No,Yes,Supportive,No,Mac,Yes,Cautious,Yes,Yes!,No,Space,No,In-person,No,Yes,Yes,Yes,Yay people!,No,No,No,No,Yes,Yes,Yes,No,,No,Yes,No,Rent,Optimist,Dad,Yes,Yes,Yes,Yes,,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,97
5262,1959,Female,"$100,001 - $150,000",Married (w/kids),Doctoral Degree,Democrat,0,,,,,,,,,Yes,No,Yes,No,,,,,,,,,,,No,Idealist,Yes,No,Hot headed,Odd hours,,Happy,No,Yes,No,No,P.M.,,End,Yes,No,Circumstances,,,,,,,,,,,No,,No,No,Yes,Supportive,,Mac,No,Cautious,Yes,,No,,,In-person,No,,,,,,,,,,No,,,No,No,No,,,Optimist,Mom,No,Yes,Yes,No,Nope,Yes,No,No,No,Yes,,Yes,Yes,No,Yes,52
5263,2000,Male,"under $25,000",Single (no kids),Current K-12,Republican,1,,,No,,No,Yes,Public,Yes,No,No,Yes,Yes,Yes,Yes,Art,Study first,Yes,Yes,Yes,No,Receiving,No,No,Pragmatist,No,No,Cool headed,Standard hours,No,Happy,Yes,Yes,Yes,No,P.M.,Yes,Start,Yes,Yes,Circumstances,No,No,Yes,Yes,No,Mysterious,No,Yes,Tunes,Technology,Yes,No,Yes,No,Yes,Supportive,,,Yes,Cautious,Yes,,No,Socialize,,In-person,,Yes,,Yes,Yay people!,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Own,Pessimist,,No,No,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,No,,Yes,90
5267,2000,Male,"under $25,000",Single (no kids),Current K-12,Independent,1,Yes,Yes,No,Yes,Yes,No,Public,No,No,No,No,No,No,Yes,Science,Study first,No,No,Yes,Yes,Giving,Yes,Yes,Idealist,Yes,Yes,Cool headed,Standard hours,Yes,Happy,No,Yes,No,No,A.M.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,No,No,Yes,,No,No,Yes,Yes,Own,Optimist,Dad,No,No,Yes,No,Check!,Yes,,,,,,,,,,53
5269,1989,Male,"$25,001 - $50,000",Single (no kids),Bachelor's Degree,Democrat,1,No,Yes,,Yes,Yes,Yes,Public,No,Yes,No,Yes,Yes,No,Yes,Art,Study first,No,Yes,Yes,Yes,Giving,No,Yes,Idealist,No,No,Cool headed,Standard hours,No,Happy,Yes,Yes,No,Yes,A.M.,Yes,Start,Yes,Yes,Me,Yes,Yes,Yes,Yes,No,Mysterious,,Yes,,,No,,No,Yes,Yes,Supportive,No,,No,Risk-friendly,Yes,Yes!,No,Space,No,In-person,No,Yes,Yes,Yes,Yay people!,Yes,No,No,,,,,No,No,No,Yes,No,Rent,Optimist,Dad,No,No,No,Yes,,Yes,,,,,,Yes,,No,,83
5271,1990,Female,"under $25,000",Single (no kids),High School Diploma,Independent,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,Mysterious,,No,,,No,Yes,Yes,Yes,No,Demanding,No,PC,,,,Yes!,No,,No,In-person,No,No,Yes,Yes,,,No,,No,,Yes,No,No,No,No,No,,,Optimist,,,No,Yes,Yes,,,,,No,,,Yes,No,No,Yes,38
5273,1968,Female,"$50,000 - $74,999",Married (w/kids),Current Undergraduate,Republican,1,,,,,,,,,,,,,No,Yes,Art,Study first,Yes,,,No,Giving,Yes,No,,No,No,Cool headed,Odd hours,Yes,,Yes,Yes,No,Yes,P.M.,Yes,Start,Yes,Yes,Circumstances,,,,,,,,,,,,,,,No,Demanding,No,PC,,,,,,,,,,,,,,Yes,No,Yes,No,,No,Yes,Yes,,,,,,,,,,,,Check!,Yes,No,No,Yes,Yes,No,Only-child,No,Yes,,45
5278,1953,,"$75,000 - $100,000",Married (w/kids),Associate's Degree,Independent,1,No,Yes,No,No,No,Yes,Public,No,No,No,No,Yes,No,Yes,Science,Try first,No,No,No,Yes,Giving,Yes,No,Pragmatist,Yes,No,Cool headed,Standard hours,No,Happy,Yes,Yes,Yes,No,P.M.,Yes,Start,Yes,Yes,Circumstances,No,No,Yes,No,Yes,Mysterious,No,No,Tunes,People,Yes,Yes,No,No,No,Supportive,No,PC,Yes,Cautious,No,Umm...,No,Space,No,In-person,Yes,Yes,Yes,Yes,Yay people!,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Own,Optimist,Dad,No,Yes,Yes,No,Nope,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,101
5279,NA,,,,,,1,,,,,,Yes,Public,No,Yes,,,,Yes,,,,No,,Yes,,,,,,,,Hot headed,Odd hours,Yes,Happy,Yes,Yes,Yes,Yes,A.M.,,,Yes,Yes,,No,No,,Yes,No,,No,,Tunes,,,,,,Yes,,,Mac,,,,,,,,,,No,Yes,Yes,,Yes,,Yes,,,Yes,,,,No,Yes,Yes,Own,Optimist,,,,,,,,No,No,Yes,Yes,Yes,,,,,42
5280,NA,,,,,,1,,,,,,,,,,,,,,,,,,,No,Yes,Receiving,Yes,Yes,Idealist,No,No,,,No,Happy,Yes,No,No,Yes,P.M.,No,Start,No,No,Me,,No,No,No,No,TMI,No,No,,,,,,,No,Demanding,No,Mac,No,,,,,,,,,No,Yes,No,Yay people!,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Own,Pessimist,Dad,No,Yes,Yes,Yes,Nope,No,No,No,Yes,No,Yes,Yes,No,No,Yes,66
5282,1990,Male,"$50,000 - $74,999",Single (no kids),Bachelor's Degree,Republican,1,,,,,,,,,,,,,No,Yes,Science,Try first,No,Yes,Yes,Yes,Receiving,Yes,Yes,Pragmatist,No,No,,,,,,,,,,,,,,,,,,,,,Yes,No,Talk,People,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,Yes,Own,Optimist,Dad,Yes,,,,Nope,Yes,,,,,,,,,,30
5283,1950,Female,"$75,000 - $100,000",Married (no kids),Associate's Degree,Republican,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,Supportive,No,PC,No,Cautious,No,Umm...,No,Space,No,Online,No,Yes,No,Yes,Yay people!,No,No,No,Yes,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,28
5284,1971,Female,"over $150,000",Married (w/kids),Doctoral Degree,Independent,1,No,Yes,No,Yes,Yes,Yes,Private,No,Yes,No,Yes,Yes,Yes,Yes,Science,Study first,Yes,Yes,No,Yes,Giving,Yes,No,Pragmatist,Yes,Yes,Hot headed,Standard hours,No,Happy,Yes,Yes,Yes,Yes,P.M.,Yes,Start,Yes,Yes,Circumstances,No,Yes,Yes,Yes,Yes,TMI,Yes,Yes,Tunes,Technology,No,Yes,Yes,No,Yes,Demanding,No,PC,Yes,Cautious,Yes,Umm...,No,Socialize,No,In-person,Yes,Yes,Yes,Yes,Grrr people,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Own,Pessimist,Mom,No,Yes,No,Yes,Check!,Yes,No,No,No,Yes,Yes,Only-child,,No,No,100
5288,1998,Female,,,Current K-12,Democrat,0,,,,,,,,,,,Yes,,Yes,Yes,Science,Study first,No,,Yes,No,Receiving,Yes,Yes,Pragmatist,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,Demanding,,Mac,Yes,Risk-friendly,,,No,,Yes,Online,,Yes,,,,,,,,,,,Yes,Yes,,Yes,Yes,,Optimist,Mom,Yes,Yes,Yes,Yes,Nope,No,No,,,,,,,,,39
5290,1961,Male,"$25,001 - $50,000",Single (no kids),Bachelor's Degree,Republican,1,,,,,,,,No,Yes,No,No,No,No,Yes,Art,Try first,Yes,No,No,Yes,Giving,Yes,No,Idealist,No,No,Hot headed,Standard hours,No,Happy,Yes,Yes,No,No,A.M.,Yes,End,Yes,No,Me,Yes,No,Yes,No,No,TMI,No,No,,,,,,,,,,,Yes,Cautious,No,Umm...,No,Space,No,,,,,,,,,,,,,No,No,No,Yes,Yes,No,Own,Pessimist,Dad,No,Yes,Yes,Yes,Nope,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,72
5296,1978,Male,"$75,000 - $100,000",Married (w/kids),Bachelor's Degree,Independent,0,,Yes,No,Yes,No,Yes,Public,Yes,Yes,No,,No,No,Yes,Science,Try first,No,Yes,No,No,Giving,No,Yes,Idealist,Yes,No,Cool headed,Standard hours,No,Happy,No,Yes,Yes,No,P.M.,Yes,End,Yes,Yes,Me,No,Yes,Yes,No,No,Mysterious,No,No,Talk,Technology,,No,Yes,Yes,No,Demanding,No,Mac,Yes,Cautious,No,Yes!,No,Socialize,No,In-person,No,No,Yes,Yes,Grrr people,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Own,Optimist,Mom,Yes,Yes,No,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,98
5302,1977,Female,"$25,001 - $50,000",Domestic Partners (w/kids),Associate's Degree,Democrat,0,,,,,,,,,,,Yes,Yes,Yes,No,Science,,,,,,,,,,,,Hot headed,Standard hours,No,Happy,Yes,Yes,No,No,P.M.,No,Start,Yes,No,Circumstances,No,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
5303,1964,Male,"over $150,000",Married (w/kids),,Independent,1,,,,,,,,,,,,,,,,Try first,No,Yes,No,No,Giving,Yes,No,Pragmatist,No,Yes,,,Yes,Happy,Yes,Yes,No,No,P.M.,Yes,Start,Yes,No,Me,Yes,No,Yes,Yes,No,Mysterious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29
5305,1980,,"$25,001 - $50,000",Single (no kids),Master's Degree,,0,,,No,Yes,,No,Public,No,,,Yes,,,,,,,No,,,,Yes,,,,,Cool headed,Odd hours,No,,,Yes,No,Yes,,,,,,,,,No,,,,No,,Tunes,,,,Yes,,No,,,,Yes,,,,,,,,,,,,Grrr people,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,No,Own,,,,,,,,Yes,,,,,,Yes,,,Yes,33
5306,NA,,,,,,0,No,No,No,No,No,No,Private,No,Yes,No,No,No,No,Yes,Science,Study first,Yes,No,No,Yes,Giving,Yes,No,Pragmatist,Yes,No,Cool headed,Odd hours,Yes,Right,Yes,Yes,No,No,A.M.,Yes,End,Yes,Yes,,Yes,No,No,No,Yes,TMI,No,Yes,Talk,People,Yes,Yes,Yes,Yes,No,Supportive,No,PC,No,Cautious,Yes,Umm...,No,Space,No,Online,No,No,Yes,No,Grrr people,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Own,Optimist,Dad,No,No,No,Yes,,,,,,No,Yes,Yes,No,Yes,Yes,95
5307,1975,Female,"$75,000 - $100,000",Married (w/kids),Current Undergraduate,Libertarian,0,No,Yes,No,Yes,No,Yes,Public,Yes,Yes,No,Yes,Yes,Yes,Yes,Art,Try first,No,Yes,Yes,No,Giving,Yes,Yes,Pragmatist,No,Yes,Hot headed,Standard hours,No,Right,No,Yes,Yes,Yes,P.M.,No,Start,Yes,No,Circumstances,Yes,Yes,No,No,No,Mysterious,Yes,No,Talk,People,Yes,Yes,Yes,No,No,Demanding,No,PC,Yes,Cautious,No,Umm...,No,Space,No,In-person,Yes,Yes,Yes,No,Yay people!,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Rent,Pessimist,Mom,No,Yes,Yes,Yes,Check!,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,101
5308,1994,Female,"$50,000 - $74,999",Single (no kids),Current K-12,Democrat,1,Yes,No,No,No,No,Yes,Public,No,Yes,Yes,No,Yes,Yes,Yes,Science,Try first,Yes,No,Yes,Yes,Giving,Yes,Yes,Idealist,No,Yes,Hot headed,Standard hours,No,Happy,Yes,Yes,No,Yes,P.M.,No,Start,Yes,No,Circumstances,Yes,Yes,Yes,Yes,No,Mysterious,No,No,Tunes,People,No,Yes,Yes,No,No,Demanding,No,PC,Yes,Risk-friendly,No,Umm...,No,Socialize,No,In-person,No,No,No,No,Yay people!,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Own,Optimist,Dad,No,No,Yes,Yes,Check!,Yes,No,No,No,No,Yes,Yes,No,No,No,101
5309,1998,Male,,Single (no kids),Current K-12,Independent,1,No,No,No,No,No,Yes,Private,No,No,No,No,Yes,Yes,Yes,Science,Try first,No,Yes,No,Yes,Receiving,No,Yes,Pragmatist,No,No,Cool headed,Standard hours,Yes,Happy,Yes,No,No,No,P.M.,Yes,Start,Yes,No,Me,Yes,No,No,No,No,Mysterious,No,Yes,Tunes,People,Yes,No,Yes,Yes,No,Demanding,No,PC,No,Cautious,No,Umm...,No,Space,Yes,In-person,No,Yes,No,No,Yay people!,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Own,Pessimist,Dad,No,,,,,,,,,,,,,,,87
5312,1976,Female,"$75,000 - $100,000",Single (no kids),Master's Degree,Democrat,0,,,,,,,,,,,Yes,Yes,Yes,Yes,Science,Try first,No,Yes,,Yes,Receiving,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pessimist,Dad,,Yes,Yes,Yes,Check!,Yes,Yes,No,No,Yes,,,,,,22
5314,1999,Male,"$100,001 - $150,000",Single (no kids),Current K-12,Republican,1,,Yes,No,No,No,No,,,No,No,No,,Yes,,Science,,,,,No,Giving,No,Yes,,,,,,,,,,,,P.M.,Yes,Start,Yes,No,Me,Yes,Yes,No,Yes,Yes,Mysterious,No,No,Tunes,People,Yes,No,Yes,Yes,Yes,,,PC,,,,,,,,,,,,,,,No,No,,No,No,Yes,No,No,No,Yes,No,Own,Optimist,Dad,No,No,No,,,Yes,,,,Yes,,Yes,,No,Yes,57
5316,1968,Female,,Married (w/kids),Current Undergraduate,Republican,1,,,,,No,Yes,Public,No,,,No,No,No,Yes,Science,Try first,Yes,,Yes,Yes,Giving,No,,,,,,,,,,,,,,Yes,,Yes,,,Yes,,,Yes,No,Mysterious,No,Yes,Talk,People,,Yes,Yes,,,,,,Yes,Cautious,No,Yes!,No,Space,No,In-person,Yes,Yes,Yes,,,Yes,No,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,45
5317,NA,,,,,Independent,0,No,No,No,No,Yes,Yes,Public,No,Yes,No,No,Yes,Yes,Yes,Science,Try first,Yes,No,Yes,Yes,Giving,Yes,No,Pragmatist,No,Yes,Cool headed,Odd hours,Yes,Happy,Yes,Yes,No,Yes,P.M.,Yes,Start,Yes,No,Me,No,Yes,Yes,Yes,No,TMI,No,No,Tunes,Technology,Yes,No,Yes,Yes,Yes,Demanding,No,PC,Yes,Risk-friendly,Yes,Yes!,No,Space,Yes,In-person,No,Yes,Yes,Yes,Yay people!,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Own,,Dad,No,Yes,Yes,Yes,Check!,No,Yes,No,Yes,Yes,,Yes,Yes,Yes,No,99
5319,NA,,,,,,1,,,,,,,,,,,No,Yes,Yes,Yes,Science,Study first,No,No,Yes,Yes,Giving,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,No,Yes,No,,,,,,,,,,Yes,No,Yes,Nope,Yes,No,No,Yes,Yes,No,,,,,29
5321,NA,,,,,,1,,No,No,No,No,Yes,Public,Yes,Yes,No,No,No,No,Yes,Science,Study first,No,No,No,No,Giving,Yes,No,Pragmatist,Yes,No,Cool headed,Odd hours,No,Happy,Yes,Yes,No,No,A.M.,Yes,End,Yes,Yes,Circumstances,No,Yes,Yes,Yes,Yes,Mysterious,No,No,Talk,People,No,Yes,Yes,Yes,No,Supportive,No,PC,Yes,Cautious,No,Yes!,Yes,Space,Yes,Online,No,Yes,Yes,Yes,Grrr people,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Own,Pessimist,Mom,Yes,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,100
5323,NA,,,,,,1,No,No,No,No,Yes,Yes,Public,No,Yes,No,No,Yes,Yes,Yes,Science,Study first,Yes,Yes,Yes,No,Giving,Yes,No,Idealist,No,Yes,,,Yes,,,No,Yes,No,P.M.,No,End,Yes,No,Circumstances,No,No,Yes,No,Yes,Mysterious,Yes,Yes,Tunes,People,Yes,No,Yes,Yes,Yes,,No,Mac,Yes,,Yes,,No,,No,In-person,Yes,No,Yes,Yes,Yay people!,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,,No,,Own,Optimist,,No,,No,Yes,Check!,Yes,,No,,Yes,No,Yes,Yes,Yes,Yes,87
5324,1995,Female,"over $150,000",Single (no kids),Current Undergraduate,Republican,1,,,,,,,,No,Yes,Yes,No,No,Yes,,,Study first,Yes,Yes,Yes,Yes,Giving,Yes,Yes,Pragmatist,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Supportive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,22
5325,1993,Female,"under $25,000",Single (no kids),Current Undergraduate,Republican,1,,,,,,,,,Yes,Yes,No,No,No,Yes,Science,Study first,No,Yes,No,No,Giving,Yes,No,Pragmatist,No,Yes,Hot headed,Odd hours,No,Right,Yes,Yes,No,No,A.M.,,,,,,,,,,,,,,,,,,,,,,,,Yes,Cautious,,Umm...,No,Socialize,Yes,,No,,,,,No,,,Yes,No,No,,Yes,No,No,No,No,Rent,Pessimist,Dad,No,Yes,Yes,Yes,Check!,No,No,No,Yes,Yes,No,Yes,No,No,Yes,61
5328,1989,Male,"$25,001 - $50,000",Single (no kids),Bachelor's Degree,Democrat,0,No,Yes,No,Yes,No,Yes,Public,No,Yes,No,Yes,No,No,Yes,Science,Try first,No,Yes,No,Yes,Giving,Yes,No,Pragmatist,No,Yes,Cool headed,Odd hours,No,Happy,Yes,Yes,Yes,No,A.M.,Yes,Start,Yes,No,Circumstances,Yes,Yes,No,No,No,Mysterious,No,No,Tunes,People,No,No,Yes,Yes,Yes,Supportive,Yes,PC,No,Risk-friendly,No,Yes!,Yes,Space,No,In-person,No,Yes,Yes,Yes,Yay people!,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Rent,Optimist,Dad,No,No,No,Yes,Nope,Yes,No,No,Yes,No,Yes,Yes,No,No,No,101
5331,1947,Female,"over $150,000",Single (no kids),Bachelor's Degree,Republican,1,,Yes,No,Yes,Yes,Yes,Public,No,Yes,No,No,Yes,No,Yes,Science,Study first,Yes,Yes,No,Yes,Giving,Yes,No,Idealist,No,No,Cool headed,Standard hours,Yes,Right,Yes,Yes,No,No,P.M.,Yes,Start,Yes,No,Me,Yes,Yes,No,Yes,No,Mysterious,Yes,Yes,Tunes,Technology,No,Yes,Yes,Yes,Yes,Supportive,Yes,PC,Yes,Risk-friendly,Yes,,Yes,,,In-person,No,Yes,No,No,Yay people!,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Own,Optimist,Dad,Yes,Yes,No,No,Check!,Yes,Yes,No,No,Yes,No,Yes,,No,Yes,96
5333,NA,Male,,,,Independent,0,,No,No,Yes,Yes,No,Public,No,,,Yes,No,No,Yes,Science,Try first,No,,No,Yes,,Yes,No,Pragmatist,No,No,Hot headed,Odd hours,Yes,,No,Yes,Yes,No,A.M.,Yes,Start,Yes,Yes,Circumstances,Yes,No,Yes,No,Yes,Mysterious,No,No,Talk,People,No,No,Yes,Yes,No,Supportive,Yes,Mac,No,Cautious,No,Umm...,No,Space,No,In-person,Yes,Yes,Yes,Yes,Grrr people,Yes,No,No,No,No,Yes,,Yes,No,No,No,No,Rent,Pessimist,Mom,No,Yes,Yes,No,Nope,Yes,Yes,Yes,Yes,,Yes,Yes,No,No,No,93
5334,NA,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Start,,Yes,Circumstances,,,,Yes,Yes,TMI,,,,,,,,,Yes,Supportive,No,PC,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Own,Pessimist,,Yes,Yes,Yes,Yes,,Yes,,,,,,Yes,No,No,Yes,24
5335,1995,Female,"$75,000 - $100,000",Single (no kids),Current K-12,Libertarian,0,No,Yes,No,No,No,No,Public,No,No,No,Yes,No,Yes,Yes,Science,Try first,No,Yes,No,No,Receiving,Yes,Yes,Pragmatist,No,No,Cool headed,Standard hours,Yes,Right,No,Yes,No,Yes,P.M.,,Start,Yes,No,Me,No,Yes,Yes,Yes,No,Mysterious,No,No,Tunes,Technology,No,No,Yes,Yes,Yes,Demanding,No,PC,No,Cautious,No,,,,,In-person,No,Yes,Yes,Yes,Grrr people,No,No,Yes,No,No,Yes,Yes,Yes,No,,No,No,,Pessimist,Dad,No,No,No,Yes,Nope,No,,No,No,No,No,Yes,No,No,Yes,93
5339,NA,,,,,,1,No,Yes,No,No,No,Yes,Private,No,No,No,No,No,No,Yes,Science,Try first,Yes,Yes,No,No,Giving,Yes,Yes,Idealist,No,No,Cool headed,Odd hours,Yes,Right,Yes,Yes,Yes,No,A.M.,Yes,End,Yes,Yes,Me,Yes,Yes,Yes,Yes,Yes,TMI,No,Yes,Talk,Technology,No,Yes,No,Yes,Yes,Supportive,No,Mac,Yes,Cautious,No,,No,,,In-person,No,Yes,Yes,Yes,Yay people!,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Own,Pessimist,Dad,No,Yes,No,No,Check!,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,98
5340,1986,Female,,Married (no kids),Bachelor's Degree,,1,,,No,Yes,No,Yes,Private,Yes,Yes,No,Yes,Yes,No,Yes,Art,Study first,Yes,Yes,No,No,Giving,,Yes,,No,No,,,,,,Yes,Yes,No,A.M.,Yes,,Yes,No,,Yes,,No,Yes,Yes,Mysterious,Yes,No,,,No,Yes,Yes,,,,,,Yes,Cautious,No,,No,,,Online,No,No,Yes,Yes,Yay people!,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Own,,Dad,No,No,,,Check!,Yes,No,No,,,Yes,Yes,No,No,Yes,74
5342,NA,,,,,,1,,Yes,No,No,No,No,Public,No,Yes,No,Yes,No,,Yes,Art,Study first,No,No,Yes,Yes,Giving,Yes,No,,No,No,Hot headed,Odd hours,No,Happy,Yes,Yes,No,No,P.M.,Yes,Start,Yes,No,Circumstances,Yes,No,Yes,No,No,Mysterious,No,Yes,Tunes,Technology,Yes,Yes,Yes,No,Yes,Supportive,Yes,PC,No,Cautious,No,Yes!,No,Space,Yes,Online,No,Yes,No,No,Yay people!,,,,,,,Yes,Yes,No,No,Yes,No,Own,Pessimist,Dad,No,No,Yes,Yes,Check!,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,92
5344,1948,Male,"over $150,000",Married (w/kids),Master's Degree,Independent,0,,Yes,No,No,No,Yes,Public,No,Yes,No,No,Yes,No,Yes,,Study first,Yes,,No,Yes,Giving,Yes,No,Pragmatist,No,No,Cool headed,,Yes,Happy,No,,,,,,,,,,,,,,,,,,,,No,No,Yes,,No,Supportive,No,Mac,,,,,No,,,Online,No,Yes,Yes,Yes,Grrr people,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Own,Pessimist,Mom,No,,,No,Check!,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,69
5345,1994,Male,,Single (no kids),High School Diploma,Libertarian,1,,,,,,No,Public,Yes,Yes,Yes,,No,No,Yes,Art,Study first,No,Yes,No,,Receiving,,Yes,Idealist,,,Cool headed,Odd hours,,,,,,Yes,,Yes,End,,Yes,,No,,,,,TMI,Yes,,Talk,People,,,Yes,,,Supportive,,PC,,Cautious,No,Yes!,Yes,Space,No,,No,Yes,Yes,Yes,Grrr people,,,Yes,,,,,Yes,Yes,No,,No,,Optimist,Dad,,Yes,Yes,Yes,,No,No,No,Yes,Yes,,Yes,,Yes,No,59
5350,1979,Female,"$25,001 - $50,000",Married (no kids),High School Diploma,Democrat,1,Yes,Yes,No,Yes,,,,,,,,,,,,,,,,,,No,No,Pragmatist,Yes,No,Hot headed,Standard hours,No,Happy,Yes,Yes,No,No,P.M.,Yes,,Yes,No,,No,,Yes,No,No,Mysterious,No,No,Talk,Technology,No,Yes,Yes,Yes,,,,,,,No,Yes!,No,Space,No,In-person,Yes,No,Yes,Yes,Grrr people,No,No,No,,,,No,,Yes,Yes,,,Rent,Optimist,Dad,No,Yes,Yes,,Check!,Yes,,No,No,Yes,,Yes,Yes,No,,65
5351,NA,,,,,,1,,No,No,Yes,Yes,Yes,Public,Yes,Yes,No,No,Yes,Yes,Yes,,,Yes,Yes,Yes,No,Giving,No,No,Pragmatist,No,Yes,Cool headed,Standard hours,No,Happy,,Yes,No,Yes,A.M.,,Start,,Yes,Circumstances,,No,Yes,,Yes,TMI,No,Yes,Tunes,People,Yes,Yes,,No,Yes,Supportive,No,PC,No,Cautious,,Yes!,No,Socialize,No,In-person,,Yes,,Yes,Yay people!,Yes,No,No,,,Yes,Yes,Yes,No,No,No,No,Own,Optimist,,Yes,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,86
5353,1993,Male,"$100,001 - $150,000",Single (no kids),High School Diploma,Democrat,1,,Yes,No,Yes,Yes,Yes,Private,No,No,No,Yes,Yes,Yes,No,Art,Study first,No,Yes,Yes,No,Receiving,Yes,Yes,Idealist,No,No,Hot headed,Standard hours,No,Happy,Yes,No,No,Yes,A.M.,Yes,Start,Yes,No,Circumstances,Yes,Yes,No,Yes,No,Mysterious,No,No,Tunes,Technology,No,Yes,Yes,Yes,No,Supportive,No,Mac,No,Cautious,Yes,Yes!,No,Space,No,Online,No,No,Yes,Yes,Grrr people,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Own,Optimist,Mom,No,No,Yes,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,100
